payload,type,label
"address: 90 Nguyen Trai, Thanh Xuan, Ha Noi",address,normal
"address: 41 Chua Lang, Dong Da, Ha Noi",address,normal
"addr: 88 Trung Kinh, Cau Giay, Ha Noi",address,normal
"address: 14 Tran Thai Tong, Cau Giay, Ha Noi",address,normal
"addr: 55 Hai Ba Trung, Hoan Kiem, Ha Noi",address,normal
"address: 23 Pho Hue, Hai Ba Trung, Ha Noi",address,normal
"addr: 77 Giai Phong, Hoang Mai, Ha Noi",address,normal
"addr: 81 Quan Thanh, Ba Dinh, Ha Noi",address,normal
"addr: 35 Hoang Cau, Dong Da, Ha Noi",address,normal
"addr: 18 Le Duan, Hai Chau, Da Nang",address,normal
"addr: 31 Nguyen Huu Tho, Cam Le, Da Nang",address,normal
"addr: 70 Vo Nguyen Giap, Son Tra, Da Nang",address,normal
"address: 49 Nguyen Van Linh, Hai Chau, Da Nang",address,normal
"address: 26 Hoang Hoa Tham, Thanh Khe, Da Nang",address,normal
Content-Type: application/json,content_type,normal
Content-Type: application/xml,content_type,normal
Content-Type: text/html,content_type,normal
Content-Type: text/plain,content_type,normal
Content-Type: text/css,content_type,normal
Content-Type: text/javascript,content_type,normal
Content-Type: application/javascript,content_type,normal
Content-Type: application/x-www-form-urlencoded,content_type,normal
Content-Type: multipart/form-data,content_type,normal
Content-Type: application/json,content_type,normal
Content-Type: application/json; charset=utf-8,content_type,normal
Content-Type: application/problem+json,content_type,normal
Content-Type: application/xml,content_type,normal
Content-Type: application/soap+xml,content_type,normal
Content-Type: application/x-www-form-urlencoded,content_type,normal
Content-Type: text/xml,content_type,normal
Content-Type: application/graphql,content_type,normal
Content-Type: application/vnd.api+json,content_type,normal
Content-Type: application/cbor,content_type,normal
Content-Type: multipart/form-data,content_type,normal
Content-Type: multipart/mixed,content_type,normal
Content-Type: multipart/alternative,content_type,normal
Content-Type: multipart/related,content_type,normal
Content-Type: multipart/signed,content_type,normal
Content-Type: multipart/encrypted,content_type,normal
Content-Type: application/octet-stream,content_type,normal
Content-Type: application/x-binary,content_type,normal
Content-Type: application/x-executable,content_type,normal
Content-Type: application/x-protobuf,content_type,normal
Content-Type: application/x-gzip,content_type,normal
Content-Type: application/x-tar,content_type,normal
Content-Type: text/plain,content_type,normal
Content-Type: text/html,content_type,normal
Content-Type: text/css,content_type,normal
Content-Type: text/csv,content_type,normal
Content-Type: text/xml,content_type,normal
Content-Type: text/javascript,content_type,normal
Content-Type: text/markdown,content_type,normal
Content-Type: text/cache-manifest,content_type,normal
Content-Type: text/calendar,content_type,normal
Content-Type: text/vcard,content_type,normal
Content-Type: application/json,content_type,normal
Content-Type: application/ld+json,content_type,normal
Content-Type: application/geo+json,content_type,normal
Content-Type: application/activity+json,content_type,normal
Content-Type: application/vnd.collection+json,content_type,normal
Content-Type: application/javascript,content_type,normal
Content-Type: text/javascript,content_type,normal
Content-Type: application/ecmascript,content_type,normal
Content-Type: text/ecmascript,content_type,normal
Content-Type: module,content_type,normal
Content-Type: application/x-www-form-urlencoded,content_type,normal
Content-Type: multipart/form-data,content_type,normal
Content-Type: text/plain,content_type,normal
Content-Type: image/png,content_type,normal
Content-Type: image/jpeg,content_type,normal
Content-Type: image/jpg,content_type,normal
Content-Type: image/gif,content_type,normal
Content-Type: image/webp,content_type,normal
Content-Type: image/bmp,content_type,normal
Content-Type: image/tiff,content_type,normal
Content-Type: image/svg+xml,content_type,normal
Content-Type: image/x-icon,content_type,normal
Content-Type: audio/mpeg,content_type,normal
Content-Type: audio/wav,content_type,normal
Content-Type: audio/ogg,content_type,normal
Content-Type: audio/aac,content_type,normal
Content-Type: audio/webm,content_type,normal
Content-Type: audio/midi,content_type,normal
Content-Type: video/mp4,content_type,normal
Content-Type: video/webm,content_type,normal
Content-Type: video/ogg,content_type,normal
Content-Type: video/mpeg,content_type,normal
Content-Type: video/x-msvideo,content_type,normal
Content-Type: video/x-flv,content_type,normal
Content-Type: font/otf,content_type,normal
Content-Type: font/ttf,content_type,normal
Content-Type: font/woff,content_type,normal
Content-Type: font/woff2,content_type,normal
Content-Type: application/pdf,content_type,normal
Content-Type: application/msword,content_type,normal
Content-Type: application/vnd.ms-excel,content_type,normal
Content-Type: application/vnd.ms-powerpoint,content_type,normal
Content-Type: application/vnd.openxmlformats-officedocument.wordprocessingml.document,content_type,normal
Content-Type: application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,content_type,normal
Content-Type: application/vnd.openxmlformats-officedocument.presentationml.presentation,content_type,normal
Content-Type: text/event-stream,content_type,normal
Content-Type: application/x-ndjson,content_type,normal
Content-Type: multipart/x-mixed-replace,content_type,normal
Content-Type: application/octet-stream,content_type,normal
email: alice.smith@gmail.com,email,normal
email: bob.johnson@yahoo.com,email,normal
email: charlie.brown@outlook.com,email,normal
email: diana.lee@hotmail.com,email,normal
email: ethan.clark@gmail.com,email,normal
email: fiona.nguyen@yahoo.com,email,normal
email: george.wang@outlook.com,email,normal
email: hannah.kim@hotmail.com,email,normal
email: ian.chen@gmail.com,email,normal
email: julia.patel@yahoo.com,email,normal
email: kevin.ng@gmail.com,email,normal
email: linda.tran@outlook.com,email,normal
email: michael.duong@hotmail.com,email,normal
email: nancy.pham@gmail.com,email,normal
email: oscar.lee@yahoo.com,email,normal
email: patricia.vo@outlook.com,email,normal
email: quang.nguyen@hotmail.com,email,normal
email: ruby.le@gmail.com,email,normal
email: samuel.trinh@yahoo.com,email,normal
email: tina.ho@outlook.com,email,normal
email: uyen.pham@gmail.com,email,normal
email: victor.tran@yahoo.com,email,normal
email: wendy.le@outlook.com,email,normal
email: xuan.pham@hotmail.com,email,normal
email: yvonne.nguyen@gmail.com,email,normal
email: zack.do@yahoo.com,email,normal
email: anna.lam@outlook.com,email,normal
email: bruce.pham@hotmail.com,email,normal
email: claire.nguyen@gmail.com,email,normal
email: nick.dang@hotmail.com,email,normal
email: olivia.vo@gmail.com,email,normal
email: paul.pham@yahoo.com,email,normal
email: quynh.le@outlook.com,email,normal
email: rose.nguyen@hotmail.com,email,normal
email: steven.trinh@gmail.com,email,normal
email: tina.le@yahoo.com,email,normal
email: ursula.pham@outlook.com,email,normal
email: van.nguyen@hotmail.com,email,normal
email: william.le@gmail.com,email,normal
email: xenia.tran@yahoo.com,email,normal
email: yuri.pham@outlook.com,email,normal
email: zoe.nguyen@hotmail.com,email,normal
email: adam.le@gmail.com,email,normal
email: beth.trinh@yahoo.com,email,normal
email: chris.pham@outlook.com,email,normal
email: ian.le@gmail.com,email,normal
email: jack.nguyen@yahoo.com,email,normal
email: kelly.trinh@outlook.com,email,normal
email: larry.le@hotmail.com,email,normal
email: monica.pham@gmail.com,email,normal
email: nathan.tran@yahoo.com,email,normal
email: olga.le@outlook.com,email,normal
email: peter.nguyen@hotmail.com,email,normal
email: queen.pham@gmail.com,email,normal
email: ryan.trinh@yahoo.com,email,normal
email: sally.le@outlook.com,email,normal
email: thomas.nguyen@hotmail.com,email,normal
email: urs.le@gmail.com,email,normal
email: vicky.tran@yahoo.com,email,normal
email: wade.le@outlook.com,email,normal
email: xander.pham@hotmail.com,email,normal
email: yolanda.nguyen@gmail.com,email,normal
email: zane.trinh@yahoo.com,email,normal
email: alan.le@outlook.com,email,normal
email: betty.pham@hotmail.com,email,normal
email: carl.nguyen@gmail.com,email,normal
email: dora.trinh@yahoo.com,email,normal
email: eric.le@outlook.com,email,normal
email: flora.pham@hotmail.com,email,normal
email: george.nguyen@gmail.com,email,normal
email: harriet.tran@yahoo.com,email,normal
email: ian.le@outlook.com,email,normal
email: jane.pham@hotmail.com,email,normal
email: keith.nguyen@gmail.com,email,normal
email: linda.trinh@yahoo.com,email,normal
email: mark.le@outlook.com,email,normal
email: nina.pham@hotmail.com,email,normal
email: oliver.nguyen@gmail.com,email,normal
email: paula.trinh@yahoo.com,email,normal
email: quoc.le@outlook.com,email,normal
email: rita.pham@hotmail.com,email,normal
email: steve.nguyen@gmail.com,email,normal
email: tina.trinh@yahoo.com,email,normal
email: udo.le@outlook.com,email,normal
email: van.pham@hotmail.com,email,normal
email: will.nguyen@gmail.com,email,normal
email: xuan.trinh@yahoo.com,email,normal
email: yves.le@outlook.com,email,normal
email: zara.pham@hotmail.com,email,normal
email: alice.le@gmail.com,email,normal
email: brian.trinh@yahoo.com,email,normal
email: carla.pham@outlook.com,email,normal
email: david.le@hotmail.com,email,normal
email: emma.nguyen@gmail.com,email,normal
email: frank.trinh@yahoo.com,email,normal
email: gloria.le@outlook.com,email,normal
email: henry.pham@hotmail.com,email,normal
email: iris.le@gmail.com,email,normal
email: jack.trinh@yahoo.com,email,normal
email: kim.pham@outlook.com,email,normal
email: leo.le@hotmail.com,email,normal
email: martha.nguyen@gmail.com,email,normal
email: nick.trinh@yahoo.com,email,normal
email: olga.pham@outlook.com,email,normal
email: peter.le@hotmail.com,email,normal
email: quinn.nguyen@gmail.com,email,normal
email: rebecca.trinh@yahoo.com,email,normal
email: sam.le@outlook.com,email,normal
email: tina.pham@hotmail.com,email,normal
email: ulysses.nguyen@gmail.com,email,normal
email: van.trinh@yahoo.com,email,normal
email: wendy.le@outlook.com,email,normal
email: xia.pham@hotmail.com,email,normal
email: yvonne.le@gmail.com,email,normal
email: zach.trinh@yahoo.com,email,normal
email: adam.pham@outlook.com,email,normal
email: bill.le@hotmail.com,email,normal
email: chloe.nguyen@gmail.com,email,normal
email: dylan.trinh@yahoo.com,email,normal
email: ella.le@outlook.com,email,normal
email: fred.pham@hotmail.com,email,normal
email: gina.nguyen@gmail.com,email,normal
email: harold.trinh@yahoo.com,email,normal
email: iris.le@outlook.com,email,normal
email: jacky.pham@hotmail.com,email,normal
email: kate.nguyen@gmail.com,email,normal
email: louis.trinh@yahoo.com,email,normal
email: maria.le@outlook.com,email,normal
email: nick.pham@hotmail.com,email,normal
email: opal.nguyen@gmail.com,email,normal
email: paul.trinh@yahoo.com,email,normal
email: queen.le@outlook.com,email,normal
email: rick.pham@hotmail.com,email,normal
email: susan.nguyen@gmail.com,email,normal
email: tom.trinh@yahoo.com,email,normal
email: ursula.le@outlook.com,email,normal
email: victor.pham@hotmail.com,email,normal
email: wendy.nguyen@gmail.com,email,normal
email: xavier.trinh@yahoo.com,email,normal
email: yolanda.le@outlook.com,email,normal
email: zachary.pham@hotmail.com,email,normal
email: abigail.nguyen@gmail.com,email,normal
email: ben.trinh@yahoo.com,email,normal
email: cathy.le@outlook.com,email,normal
email: dave.pham@hotmail.com,email,normal
email: eleanor.nguyen@gmail.com,email,normal
email: franky.trinh@yahoo.com,email,normal
email: grace.le@outlook.com,email,normal
email: harry.pham@hotmail.com,email,normal
email: isabel.nguyen@gmail.com,email,normal
email: jerry.trinh@yahoo.com,email,normal
email: karen.le@outlook.com,email,normal
email: larry.pham@hotmail.com,email,normal
email: mona.nguyen@gmail.com,email,normal
email: nathan.trinh@yahoo.com,email,normal
email: ola.le@outlook.com,email,normal
email: paul.pham@hotmail.com,email,normal
email: quincy.nguyen@gmail.com,email,normal
email: rachel.trinh@yahoo.com,email,normal
email: sara.le@outlook.com,email,normal
email: tony.pham@hotmail.com,email,normal
email: urs.nguyen@gmail.com,email,normal
email: van.trinh@yahoo.com,email,normal
email: wade.le@outlook.com,email,normal
email: xena.pham@hotmail.com,email,normal
email: yuri.nguyen@gmail.com,email,normal
email: zoe.trinh@yahoo.com,email,normal
email: alan.le@outlook.com,email,normal
email: betty.pham@hotmail.com,email,normal
email: carl.nguyen@gmail.com,email,normal
email: dora.trinh@yahoo.com,email,normal
email: eric.le@outlook.com,email,normal
email: flora.pham@hotmail.com,email,normal
email: gloria.nguyen@gmail.com,email,normal
email: henry.trinh@yahoo.com,email,normal
email: iris.le@outlook.com,email,normal
email: jack.pham@hotmail.com,email,normal
email: kim.nguyen@gmail.com,email,normal
email: leo.trinh@yahoo.com,email,normal
email: maria.le@outlook.com,email,normal
email: nick.pham@hotmail.com,email,normal
email: opal.nguyen@gmail.com,email,normal
email: paul.trinh@yahoo.com,email,normal
email: quinn.le@outlook.com,email,normal
email: rick.nguyen@hotmail.com,email,normal
email: durham@copiar.com.ke,email,normal
email: galland-charney@juanpolo.ch,email,normal
email: backy@legami.tz,email,normal
email: botosso@mytanga.cf,email,normal
email: waldhorn_fregues@prensahp.sn,email,normal
email: trumbull.presie@esbien.pk,email,normal
email: ironside9@truecatucasa.bi,email,normal
email: wendell@somosagelespaa.ml,email,normal
email: reich.puffy@g-audi.pe,email,normal
email: greear@mcgt.jobs,email,normal
email: curley.majurec@ajuntamentbarcelona2-0.gi,email,normal
email: moloney@imarbella.travel,email,normal
email: vildo@prensahp.fj,email,normal
email: renoir@cocheacoche.fk,email,normal
email: juornneau@buscadordevideos.cr,email,normal
email: kosanovic@discon.cg,email,normal
email: stockbridge@softstylestudio.mk,email,normal
email: brendel@esposo.com.lk,email,normal
email: bond@tomorrow.com.hk,email,normal
email: daughtry@thecupidhouse.az,email,normal
email: judson@ringringcargo.gl,email,normal
email: baxevanos@clubdeviaje.fk,email,normal
email: galligan@bijoubijoudiferente.vg,email,normal
email: colas@ozlon.rs,email,normal
email: mandel_lanctot@elrincondelmarmol.bu,email,normal
email: abrams.peabody@hojadecalculo.com.py,email,normal
email: gutierrez@sutelefono.cx,email,normal
email: steinbach@ballobar.com.tf,email,normal
email: trimble.scelzo@todomodelos.al,email,normal
email: skaff@hipersevilla.nc,email,normal
email: lenhart8@raullazaro.us,email,normal
email: chang2@ciclismomadrileo.bv,email,normal
email: bolkan@directoriogratuito.int,email,normal
email: lawlik@housemovie.lk,email,normal
email: soldati@legami.so,email,normal
email: urette@elcarritodelacompra.ch,email,normal
email: jack@cenitsoria.sc,email,normal
email: hoangtpm.23ite@vku.udn.vn,email,normal
email: longtdh.23ns2@vku.udn.vn,email,normal
email: peek@clubforex.ax,email,normal
email: jelisic@sevach.pf,email,normal
txt: I really enjoyed the movie,message,normal
msg: The food was terrible,message,normal
content: I'm not sure how I feel about this,message,normal
msg: The service was excellent,message,normal
message: I had a bad experience,message,normal
txt: This is a great product,message,normal
text: I wouldn't recommend this,message,normal
content: The price is a bit high,message,normal
txt: The weather is perfect today,message,normal
content: The traffic is horrible,message,normal
text: I'm feeling neutral about this,message,normal
txt: The concert was amazing,message,normal
content: The customer service was terrible,message,normal
txt: This book is a masterpiece,message,normal
message: I regret buying this product,message,normal
text: The view from here is breathtaking,message,normal
msg: I don't know what to think about this,message,normal
txt: The internet speed is slow,message,normal
txt: The museum was fascinating,message,normal
txt: The noise level is too high,message,normal
content: I don't have an opinion on this,message,normal
text: The hotel room was spacious and clean,message,normal
content: The service at this restaurant was awful,message,normal
txt: This software is very user-friendly,message,normal
message: The quality of the product is poor,message,normal
txt: I don't really care about this,message,normal
msg: The beach was crowded,message,normal
msg: This is an excellent company to work for,message,normal
txt: The movie was a waste of time,message,normal
txt: I'm undecided about this,message,normal
content: The game was a complete disaster,message,normal
content: The scenery here is beautiful,message,normal
content: The speaker was very engaging,message,normal
message: I had a great time,message,normal
msg: This product is overpriced,message,normal
content: I'm indifferent to this,message,normal
message: The performance was outstanding,message,normal
text: The car broke down on the highway,message,normal
text: I don't have strong feelings about this,message,normal
message: The food was delicious,message,normal
txt: The service at this hotel was terrible,message,normal
msg: This phone is amazing,message,normal
content: I'm not impressed with this,message,normal
msg: I have mixed feelings about this,message,normal
txt: The weather is terrible today,message,normal
content: The book was a disappointment,message,normal
message: I don't care one way or the other,message,normal
msg: The hike was exhausting,message,normal
text: This is a fantastic product,message,normal
content: I don't know what to make of this,message,normal
txt: The customer service was great,message,normal
txt: The noise level is tolerable,message,normal
msg: The hotel room was dirty and cramped,message,normal
msg: I'm very pleased with this,message,normal
message: The traffic is light,message,normal
text: This movie was boring,message,normal
